04/05|Segunda|Noite|Monteiro Open|19h00|Quadra Coberta|1º ano Ensino Médio|Vôlei|Fem|VERDE X ROXO
04/05|Segunda|Noite|Monteiro Open|19h00|Quadra de Voleibol Externa|9º ano Ensino Fundamental II|Voleibol|Fem|VERDE X VERMELHO
04/05|Segunda|Noite|Monteiro Open|19h30|Quadra Pequena|2º ano Ensino Médio|Futsal|Fem|VERDE X P-
04/05|Segunda|Noite|Monteiro Open|19h30|Quadra Grande Externa|3º ano Ensino Médio|Handebol|Fem|VERDE X P-
04/05|Segunda|Noite|Monteiro Open|19h30|Quadra Coberta|1º ano Ensino Médio|Vôlei|Fem|VERMELHO X V-
04/05|Segunda|Noite|Monteiro Open|19h30|Quadra de Voleibol Externa|9º ano Ensino Fundamental II|Voleibol|Fem|ROXO X P-
04/05|Segunda|Noite|Monteiro Open|20h00|Quadra Pequena|3º ano Ensino Médio|Handebol|Fem|VERDE X V-
04/05|Segunda|Noite|Monteiro Open|20h00|Quadra Grande Externa|2º ano Ensino Médio|Futsal|Fem|VERDE X V-
04/05|Segunda|Noite|Monteiro Open|20h00|Quadra Coberta|1º ano Ensino Médio|Vôlei|Fem|VERMELHO X V-
04/05|Segunda|Noite|Monteiro Open|20h00|Quadra de Voleibol Externa|9º ano Ensino Fundamental II|Voleibol|Fem|ROXO X V-
04/05|Segunda|Tarde|Monteiro Open|17h30|Quadra Grande|1º ano Ensino Médio|Futsal|Masc|VERMELHO X VERDE
04/05|Segunda|Tarde|Monteiro Open|17h30|Quadra 1|6º ano Ensino Fundamental II|Voleibol|Masc|VERMELHO X ROXO
04/05|Segunda|Tarde|Monteiro Open|17h30|Quadra 2|8º ano Ensino Fundamental II|Voleibol|Fem|ROXO X VERDE
04/05|Segunda|Noite|Colégio Monteiro Lobato|18h00|Quadra Grande|1º ano Ensino Médio|Futsal|Masc|ROXO X P-
04/05|Segunda|Noite|Colégio Monteiro Lobato|18h00|Quadra 1|6º ano Ensino Fundamental II|Voleibol|Masc|VERDE X P-
